entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen,fecha_de_recepcion_de,fecha_de_apertura_efectiva,fecha_de_publicacion_fase_2,fecha_de_apertura_de_respuesta,fecha_adjudicacion,fecha_de_publicacion
SENA REGIONAL VALLE Grupo de Apoyo Administrativo Mixto,899999034,Valle del Cauca,Cali,Nacional,Centralizada,CO1.REQ.2348578,PSP-VLL-CEAI-0102-2021,700763170,CO1.BDOS.2285230,Contratación de instructor para el programa de Infraestructura,"Prestar servicios profesionales para impartir formación profesional integral como instructor de acuerdo a la red de conocimiento y área temática para los programas de modalidad presencial, virtual y distancia ofertados por el centro de electricidad y automatización industrial CEAI de acuerdo con directrices y lineamientos institucionales para la vigencia 2021.",Fase de ofertas,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,10010000,Contratación directa,Servicios profesionales y apoyo a la gestión,76,día(s),Cali,CEAI,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111601,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2289379'},700763170,Fase de ofertas,,,,,,
AREA METROPOLITANA DE CUCUTA,800153197,Norte de Santander,No Definido,Territorial,Centralizada,CO1.REQ.2349556,AMC-CPS-261-2021,702796053,CO1.BDOS.2285680,PRESTAR LOS SERVICIOS PROFESIONALES COMO ASESOR EN TEMAS DE BIOCLIMATICA Y ARQUITECTURA PARA EL APOYO A LOS DIFERENTES PROYECTOS TANTO URBANOS COMO ARQUITECTONICOS DERIVADOS  DEL CONVENIO INTERADMINIS,PRESTAR LOS SERVICIOS PROFESIONALES COMO ASESOR EN TEMAS DE BIOCLIMATICA Y ARQUITECTURA PARA EL APOYO A LOS DIFERENTES PROYECTOS TANTO URBANOS COMO ARQUITECTONICOS DERIVADOS  DEL CONVENIO INTERADMINIS,Presentación de oferta,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,10500000,Contratación directa,Servicios profesionales y apoyo a la gestión,3,Mes(es),No Aplica,CONTRATACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2289499'},702796053,Presentación de oferta,,,,,,
DANE - DIRECCION TERRITORIAL CENTRO,899999027,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2349002,EDP-488-OP-2021-8BOG_RUTA1,704942564,CO1.BDOS.2284985,POBREZA_2021_ENCV_RURAL_TH_MN_OT Prestación de servicios de apoyo a la gestión para realizar recolección rural de información mediante el método de captura móvil-DMC; en la ruta asignada; de la Encues,"POBREZA_2021_ENCV_RURAL_TH_MN_OT Prestación de servicios de apoyo a la gestión para realizar recolección rural de información mediante el método de captura móvil-DMC, en la ruta asignada, de la Encuesta Nacional de Calidad de Vida - ENCV 2021.",Fase de ofertas,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,5694917,Contratación directa,Servicios profesionales y apoyo a la gestión,52,día(s),Bogotá,SERVICIOS PROFESIONALES Y DE APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2290754'},704942564,Fase de ofertas,,,,,,
UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS**,900498879,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2349186,CDPS-URT-4113-2021,700447030,CO1.BDOS.2285367,PRESTACION DE SERVICIOS,"Prestar sus servicios profesionales con plena autonomía técnica y administrativa a la Dirección Territorial de la Unidad Administrativa para ejecutar y apoyar el proceso misional de restitución de tierras despojadas y abandonadas, realizando actividades comunitarias, de formación y recolección de pruebas sociales, la incorporación de los enfoques diferenciales de acuerdo con los lineamientos de la Dirección Social contemplados en el Sistema Integrado de Gestión, entre otros, así como ejercer ...",Fase de ofertas,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,16307694,Contratación directa,Servicios profesionales y apoyo a la gestión,3,Mes(es),Bogotá,UNIDAD DE RESTITUCION DE TIERRAS-CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2289355'},700447030,Fase de ofertas,,,,,,
CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA,811000231,Antioquia,Medellín,Corporación Autónoma,Centralizada,CO1.REQ.2349752,190-SA2108-21 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),700108012,CO1.BDOS.2254571,Suministro; instalación y puesta en funcionamiento de dispositivos tecnológicos interactivos para la Corporación. (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),"Suministro, instalación y puesta en funcionamiento de dispositivos tecnológicos interactivos para la Corporación.",Presentación de oferta,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,80316464,Selección Abreviada de Menor Cuantía,Presupuesto menor al 10% de la Menor Cuantía,3,Mes(es),Medellín,Subdirección Administrativa y Financiera,14,14,33,0,2,0,0,2,0,Seleccionado,70,Si,CO1.AWD.1149140,702417049,Antioquia,No Definido,76300641,DUVIER ANTONIO BERRIO IDARRAGA,SERTECOPY S.A.S.,830513039,V1.52161500,Cerrado,Suministros,No Definido,"V145111600, V145111800, V145111900",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2290110'},700108012,Adjudicado,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,,2021-10-11T00:00:00.000,2021-10-27T00:00:00.000,
DANE - DIRECCION TERRITORIAL CENTRO,899999027,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2349341,EDP-454-OP-2021-7SJG,704942564,CO1.BDOS.2285678,POBREZA_2021_ENCV-ND-TH-TU-OT - Prestación de servicios de apoyo a la gestión para realizar recolección urbana de la información en los Nuevos Departamentos de la Encuesta Nacional de Calidad de Vida-,POBREZA_2021_ENCV-ND-TH-TU-OT - Prestación de servicios de apoyo a la gestión para realizar recolección urbana de la información en los Nuevos Departamentos de la Encuesta Nacional de Calidad de Vida- ENCV-2021.,Fase de ofertas,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,3145674,Contratación directa,Servicios profesionales y apoyo a la gestión,60,día(s),Bogotá,SERVICIOS PROFESIONALES Y DE APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2289572'},704942564,Fase de ofertas,,,,,,
CENTRAL ADMINISTRATIVA ESPECIALIZADA INGENIEROS CENAC INGENIEROS,830087443,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2344910,SA.270-COADE-DICRE-CENACINGENIEROS-2021,702943952,CO1.BDOS.2276948,ENAJENACIÓN DE LA CHATARRA RESULTANTE DEL PROCESO DE DESINTEGRACIÓN SOBRE EQUIPOS DE INGENIEROS DE COMBATE DE LA FUERZA CON Y SIN EMPADRONAMIENTO MILITAR; QUE SE ENCUENTREN REGISTRADOS EN EL SISTEMA,"ENAJENACIÓN DE LA CHATARRA RESULTANTE DEL PROCESO DE DESINTEGRACIÓN SOBRE EQUIPOS DE INGENIEROS DE COMBATE DE LA FUERZA CON Y SIN EMPADRONAMIENTO MILITAR, QUE SE ENCUENTREN REGISTRADOS EN EL SISTEMA DE INFORMACIÓN LOGÍSTICA (SAP-SILOG)",Presentación de observaciones,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,,151480000,Enajenación de bienes con subasta,Artículo 99 del Decreto 1510 de 2013,2,Mes(es),Bogotá,OFICIAL DE CONTRATACIÓN Y ORDENADOR DEL GASTO CENAC-ING,0,0,17,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.11141600,Cerrado,Venta muebles,No Definido,V111191606,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2289675'},702943952,Presentación de observaciones,2021-10-20T00:00:00.000,2021-10-20T00:00:00.000,2021-10-01T00:00:00.000,2021-10-20T00:00:00.000,,
MUNICIPIO DE MANIZALES,890801053,Caldas,Manizales,Territorial,Centralizada,CO1.REQ.2347908,2109290888,705412617,CO1.BDOS.2281545,ANUAR ESFUERZOS TECNICOS ADMINSTRATIVOS Y FINANCIEROS PARA LA FORMULACION DE UN INSTRUMENTO DE PLANIFICACION Y GESTION DEL TERRITORIO QUE PERMITA EL APROVECHAMIENTO ECONOMICO DEL ESPACIO PUBLICO; - ET,"AUNAR ESFUERZOS TÉCNICOS ADMINISTRATIVOS Y FINANCIEROS PARA LA FORMULACIÓN DE UN INSTRUMENTO DE PLANIFICACIÓN Y GESTIÓN DEL TERRITORIO QUE PERMITA EL APROVECHAMIENTO ECONÓMICO DEL ESPACIO PÚBLICO, - ETAPA 1",Presentación de oferta,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,504400000,Contratación Directa (con ofertas),Contratos o convenios Interadministrativos (con valor),70,día(s),Manizales,SECRETARIA DE PLANEACION,139,1,0,0,1,1,0,0,0,Seleccionado,70,Si,CO1.AWD.1134302,700660012,Antioquia,Medellín,504400000,Santiago Loaiza Salazar,UNIVERSIDAD DE ANTIOQUIA,890980040,V1.93142009,Abierto,Otro,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2288306'},705412617,Adjudicado,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,,,2021-10-01T00:00:00.000,
Institución Universitaria Pascual Bravo COMPRADOR,8909801583,Antioquia,Medellín,Nacional,Centralizada,CO1.REQ.2349646,VAD 1104 DE 2021,712721034,CO1.BDOS.2285960,VAD 1104 DE 2021,"Prestación de servicios profesionales por su cuenta y riesgo, sin vínculo laboral para apoyar el desarrollo tecnológico para  el proceso transversal de gestión de los contratos y proyectos  suscritos en el marco del Programa de Innovación, Transferencia y Servicios como proyecto estratégico de la Vicerrectoría de Investigación y Extensión de la institución Unviersitaria Pascual Bravo",Fase de ofertas,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,11863124,Contratación directa,Servicios profesionales y apoyo a la gestión,80,día(s),Medellín,Gestión Jurídica,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2290116'},712721034,Fase de ofertas,,,,,,
SISTEMA ESTRATEGICO DE TRANSPORTE PUBLICO DE PASAJEROS DE POPAYAN MOVILIDAD FUTURA S.A.S.++,900323358,Cauca,Popayán,Territorial,Descentralizada,CO1.REQ.2341730,MF-CD-095-2021,702166422,CO1.BDOS.2277120,prestar servicios profesionales como arquitecto en el proceso de gestión de infraestructura del proyecto; como apoyo a las obras civiles de infraestructura,"El contratista se obliga par con Movilidad Futura S.A.S., a prestar servicios profesionales como arquitecto en el proceso de gestión de infraestructura del proyecto, como apoyo a las obras civiles de infraestructura del Sistema Estratégico De Transporte Público De Pasajeros -SETP - De Popayán, durante las etapas precontractual, contractual y post contractual de conformidad con los estudios previos elaborados por la entidad.",Fase de ofertas,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,10200000,Contratación directa,Servicios profesionales y apoyo a la gestión,0,día(s),Popayán,OFICINA JURÍDICA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2290514'},702166422,Fase de ofertas,,,,,,
PATRIMONIO AUTÓNOMO FONDO NACIONAL DEL TURISMO FONTUR,900649119,Distrito Capital de Bogotá,Bogotá,Nacional,Descentralizada,CO1.REQ.2349807,FNTC-238-2021,708354113,CO1.BDOS.2286251,CONVENIO PUEBLOS QUE ENAMORAN - TENJO,"AUNAR ESFUERZOS ENTRE EL FONDO NACIONAL DE TURISMO (FONTUR) Y EL MUNICIPIO DE TENJO PARA EL DESARROLLO DEL PROGRAMA PUEBLOS QUE ENAMORAN, CON EL FIN DE FORTALECER, CONSOLIDAR Y EJECUTAR EL PROGRAMA EN EL ÁMBITO NACIONAL Y CONVERTIRLO EN UNA RED PRESTIGIOSA DE PUEBLOS DEBIDO A LA CALIDAD DE SUS DESTINOS.",Presentación de oferta,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,0,Contratación régimen especial,Regla aplicable,12,Mes(es),Bogotá,DIRECCIÓN JURÍDICA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.86101702,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2290125'},708354113,Presentación de oferta,,,,,,
SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.**,900958564,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.2350729,7366-2021,702730482,CO1.BDOS.2286632,PINZON TARAZONA YULI PAOLA,PRESTAR SERVICIOS COMO PROFESIONAL DE APOYO A LA GESTION ASISTENCIAL,Presentación de oferta,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,47383680,Contratación régimen especial,Regla aplicable,457,día(s),Bogotá,DIRECCIÓN  DE CONTRATACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2290642'},702730482,Presentación de oferta,,,,,,
Institución Universitaria Pascual Bravo COMPRADOR,8909801583,Antioquia,Medellín,Nacional,Centralizada,CO1.REQ.2348724,PS-3829 DE 2021,712721034,CO1.BDOS.2284949,Prestación de Servicios Profesionales,"Prestación de Servicios Profesionales, sin vínculo laboral, por su propia cuenta y riesgo, para apoyar y fortalecer las funciones de la Secretaría de Educación de Medellín, en cumplimiento de las obligaciones contraídas en el Contrato Interadministrativo 4600091344 de 2021, celebrado entre el Municipio de Medellín - Secretaría de Educación y la Institución Universitaria Pascual Bravo.",Fase de ofertas,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,17090190,Contratación directa,Servicios profesionales y apoyo a la gestión,90,día(s),Medellín,PITS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2289033'},712721034,Fase de ofertas,,,,,,
ESE HOSPITAL MANUEL URIBE ANGEL,890906347,Antioquia,No Definido,Territorial,Centralizada,CO1.REQ.2347862,03-72195,703949024,CO1.BDOS.2284485,CREACIONES POSADA JARAMILLO LTDA,(P11) ROPA HOSPITALARIA HMUA . compra de bienes y/o Servicios SIN CONTRATO,Fase de ofertas,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,30412800,Contratación régimen especial,Regla aplicable,91,día(s),Envigado,PUBLICACION COMPRAS SIN CONTRATO,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.46181500,Abierto,Suministros,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2288161'},703949024,Fase de ofertas,,,,,,
CAJA DE SUELDOS DE RETIRO DE LA POLICIA NACIONAL,899999073,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2347943,CDR AR279-21,701177164,CO1.BDOS.2284520,ARRENDAMIENTO DE ÁREAS FISICAS EN LACAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL (ESTACIONAMIENTO DE VEHICULOS CARROS Y MOTOS),ARRENDAMIENTO DE ÁREAS FISICAS EN LACAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL (ESTACIONAMIENTO DE VEHICULOS CARROS Y MOTOS),Fase de ofertas,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,0,Contratación directa,Arrendamiento de inmuebles,3,Mes(es),Bogotá,GRUPO DE ADQUISICIONES,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80131502,Abierto,Arrendamiento de inmuebles,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2288435'},701177164,Fase de ofertas,,,,,,
UNIDAD PRESTADORA DE SALUD SANTANDER,901361090,Santander,Bucaramanga,Nacional,Descentralizada,CO1.REQ.2349441,PN UPRES DESAN CD 502 2021,709017214,CO1.BDOS.2285660,AUXILIAR DE ENFERMERIA DELGADO TARAZONA YESICA TATIANA,PRESTACION DE SERVICIOS COMO AUXILIAR DE ENFERMERIA,Fase de ofertas,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,11101496,Contratación directa,Servicios profesionales y apoyo a la gestión,210,día(s),Bucaramanga,UNIDAD PRESTADORA DE SALUD SANTANDER,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85121700,Abierto,Prestación de servicios,No Definido,V185101601,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2289659'},709017214,Fase de ofertas,,,,,,
UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS**,900498879,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2347901,CDPS-URT-4142-2021,700447030,CO1.BDOS.2284403,PRESTACION DE SERVICIOS,"Prestar sus servicios profesionales con plena autonomía técnica y administrativa, para apoyar a la Dirección de Asuntos Étnicos -DAE- de la Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas, en las actividades de carácter administrativo especialmente lo concerniente a la producción, planeación, organización, desarrollo, seguimiento y demás aspectos logísticos de los eventos organizados para la Dirección de Asuntos Étnicos. Así como ejercer la supervisión que le sea d",Presentación de oferta,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,15531069,Contratación directa,Servicios profesionales y apoyo a la gestión,91,día(s),Bogotá,UNIDAD DE RESTITUCION DE TIERRAS-CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2288301'},700447030,Presentación de oferta,,,,,,
DEPARTAMENTO DEL ARAUCA,8001028385,Arauca,Arauca,Territorial,Centralizada,CO1.REQ.2349175,CD-03-329-2021,709183180,CO1.BDOS.2285591,PRESTACION DE SERVICIOS DE APOYO A LA GESTION,PRESTACION DE SERVICIOS DE APOYO A LA GESTION EN LA SECRETARIA DE DESARROLLO SOCIAL DE LA GOBERNACION DEL DEPARTAMENTO DE ARAUCA (TECNICO PROFESIONAL EN PROCESAMIENTO DE ALIMENTOS PERECEDEROS),Fase de ofertas,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,3899970,Contratación directa,Servicios profesionales y apoyo a la gestión,85,día(s),No Aplica,SECRETARIA DE DESARROLLO SOCIAL Y EQUIDAD DE GENERO,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2289468'},709183180,Fase de ofertas,,,,,,
DIRECCION DISTRITAL DE LIQUIDACIONES,802024911,Atlántico,Barranquilla,Territorial,Descentralizada,CO1.REQ.2348039,091-2021,711760322,CO1.BDOS.2284329,ARRIENDO,"ARRENDAMIENTO DEL INMUEBLE UBICADO EN LA CIUDAD DE BARRANQUILLA EN LA CALLE 34 N° 43-79 PISO 5°, DESCRITO EN LA ESCRITURA PÚBLICA N° 1138 DEL 20 DE MAYO DEL 2005, CON MATRICULA INMOBILIARIA N° 040-195112-119-114-115-116. A PESAR DE LA DESCRIPCIÓN DE LA CABIDA Y LOS LINDEROS , EL INMUEBLE OBJETO DEL PRESENTE CONTRATO SE ARRIENDA COMO CUERPO CIERTO.",Presentación de oferta,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,24288000,Contratación Directa (con ofertas),No existe pluralidad de oferentes en el mercado,3,Mes(es),No Aplica,UNIDAD DE CONTRATACION DDL,1,1,1,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.1134330,712345735,Atlántico,Barranquilla,24288000,TONY SILVIO OJEDA DE LA HOZ,INVERSIONES BCH S.A.S,No Definido,V1.80131502,Abierto,Otro,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2288349'},711760322,Adjudicado,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,,,2021-10-01T00:00:00.000,
Empresa Distrital de Desarrollo y Renovación Urbano Sostenible de Santa Marta- EDUS,901128252,Magdalena,Santa Marta,Territorial,Centralizada,CO1.REQ.2349605,EDUS088-2021,705095792,CO1.BDOS.2285388,Luis Alfonso Peñaranda Gonzalez,El Contratista con plena autonomía técnica de su parte se obliga a prestar sus servicios profesionales a la Empresa Distrital de Desarrollo y Renovación Urbano Sostenible de Santa Marta  EDUS como contador Público para apoyar el análisis y consolidación de la información contable y en la aplicación de toda la normatividad que rige la materia.,Presentación de oferta,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,10000000,Contratación régimen especial,Regla aplicable,2,Mes(es),No Aplica,Contratación EDUS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80161500,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2289576'},705095792,Presentación de oferta,,,,,,
CENTRAL ADMINISTRATIVA Y CONTABLE REGIONAL YOPAL,844000067,Casanare,Yopal,Nacional,Descentralizada,CO1.REQ.2348468,1422-COTIZACION-CENACYOPAL-2021,702962762,CO1.BDOS.2284822,SISTEMA DE SEGURIDAD CCON4,ADQUIRIR CIRCUITO CERRADO DE TV PARA LAS INSTALACIONES DEL CCON4,Presentación de oferta,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,0,Solicitud de información a los Proveedores,No,1,Mes(es),Yopal,CENTRAL ADMINISTRATIVA Y CONTABLE REGIONAL YOPAL,150,0,3,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.46171622,Abierto,No,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2289014'},702962762,Presentación de oferta,2021-10-08T00:00:00.000,2021-10-01T00:00:00.000,,,,
FONDO FINANCIERO DISTRITAL DE SALUD..,8002469532,Distrito Capital de Bogotá,No Definido,Territorial,Centralizada,CO1.REQ.2349738,FFDS-SAMC-011-2021 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),701993388,CO1.BDOS.2228432,CONTRATAR LAS ACTIVIDADES PARA INDEPENDIZACIÓN DE LOS TABLEROS ELÉCTRICOS DE DISTRIBUCIÓN QUE ALIMENTAN LOS SISTEMAS DE LA RED DE FRIO DEL CENTRO DISTRITAL DE SALUD (Manifestación de interés (Menor Cu,CONTRATAR LAS ACTIVIDADES PARA INDEPENDIZACIÓN DE LOS TABLEROS ELÉCTRICOS DE DISTRIBUCIÓN QUE ALIMENTAN LOS SISTEMAS DE LA RED DE FRIO DEL CENTRO DISTRITAL DE SALUD,Presentación de oferta,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,2021-10-01T00:00:00.000,235799374,Selección Abreviada de Menor Cuantía,Presupuesto menor al 10% de la Menor Cuantía,4,Mes(es),Bogotá,SUBDIRECCION DE CONTRATACIÓN,10,10,77,0,4,4,0,0,0,Seleccionado,70,Si,CO1.AWD.1149152,701275034,Antioquia,Medellín,229715751,DIANA CAROLINA ARMENTA CELIS,INSOL S.A.S.,900139747,V1.81101701,Cerrado,Prestación de servicios,No Definido,V172151502,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2290006'},701993388,Adjudicado,2021-10-07T00:00:00.000,2021-10-11T00:00:00.000,,2021-10-07T00:00:00.000,2021-11-10T00:00:00.000,
